,DRUG_1_CONCEPT_NAME,DRUG_2_CONCEPT_NAME,EVENT_CONCEPT_NAME,MDR_CODE,MICROMEDEX_EVID_LEVEL,DRUG_1_CODE,DRUG_2_CODE
53711,amisulpride,fingolimod,Electrocardiogram QT prolonged,10014387,Theoretical,19057607,40226579
53731,fingolimod,vandetanib,Electrocardiogram QT prolonged,10014387,Theoretical,40226579,40238052
53751,droperidol,fingolimod,Electrocardiogram QT prolonged,10014387,Theoretical,739323,40226579
53771,colchicine,pravastatin,Rhabdomyolysis,10039020,Probable,1101554,1551860
53791,atorvastatin,bezafibrate,Rhabdomyolysis,10039020,Theoretical,1545958,19022956
53811,fluvastatin,bezafibrate,Rhabdomyolysis,10039020,Theoretical,1549686,19022956
53831,almotriptan,ergotamine,Vasoconstriction,10047139,Theoretical,1103552,1145379
53856,ergotamine,rizatriptan,Vasoconstriction,10047139,Theoretical,1145379,1154077
53881,methadone,fentanyl,Bradycardia,10006093,Theoretical,1103640,1154029
53906,methadone,verapamil,Bradycardia,10006093,Theoretical,1103640,1307863
53931,methadone,amiodarone,Bradycardia,10006093,Theoretical,1103640,1309944
53956,methadone,diltiazem,Bradycardia,10006093,Theoretical,1103640,1328165
53981,methadone,sotalol,Bradycardia,10006093,Theoretical,1103640,1370109
54006,methadone,remifentanil,Bradycardia,10006093,Theoretical,1103640,19016749
54031,methadone,alfentanil,Bradycardia,10006093,Theoretical,1103640,19059528
54056,methadone,sufentanil,Bradycardia,10006093,Theoretical,1103640,19078219
54081,methadone,fingolimod,Bradycardia,10006093,Theoretical,1103640,40226579
54106,methadone,crizotinib,Bradycardia,10006093,Theoretical,1103640,40242675
54126,methadone,pasireotide,Bradycardia,10006093,Theoretical,1103640,43012417
54151,methadone,ivabradine,Bradycardia,10006093,Theoretical,1103640,46234437
54171,fentanyl,remifentanil,Bradycardia,10006093,Theoretical,1154029,19016749
54196,fentanyl,alfentanil,Bradycardia,10006093,Theoretical,1154029,19059528
54221,fentanyl,sufentanil,Bradycardia,10006093,Theoretical,1154029,19078219
54246,metoprolol,diltiazem,Bradycardia,10006093,Probable,1307046,1328165
54276,metoprolol,clonidine,Bradycardia,10006093,Theoretical,1307046,1398937
54306,verapamil,digoxin,Bradycardia,10006093,Established,1307863,1326303
54326,verapamil,flecainide,Bradycardia,10006093,Probable,1307863,1354860
54351,verapamil,clonidine,Bradycardia,10006093,Probable,1307863,1398937
54376,verapamil,crizotinib,Bradycardia,10006093,Theoretical,1307863,40242675
54396,verapamil,ivabradine,Bradycardia,10006093,Theoretical,1307863,46234437
54416,amiodarone,digoxin,Bradycardia,10006093,Established,1309944,1326303
54436,amiodarone,flecainide,Bradycardia,10006093,Theoretical,1309944,1354860
54461,amiodarone,sotalol,Bradycardia,10006093,Theoretical,1309944,1370109
54486,amiodarone,crizotinib,Bradycardia,10006093,Theoretical,1309944,40242675
54506,amiodarone,pasireotide,Bradycardia,10006093,Theoretical,1309944,43012417
54531,amiodarone,ivabradine,Bradycardia,10006093,Theoretical,1309944,46234437
54551,nadolol,diltiazem,Bradycardia,10006093,Probable,1313200,1328165
54571,nadolol,clonidine,Bradycardia,10006093,Theoretical,1313200,1398937
54591,atenolol,diltiazem,Bradycardia,10006093,Probable,1314002,1328165
54611,atenolol,clonidine,Bradycardia,10006093,Theoretical,1314002,1398937
54631,nebivolol,diltiazem,Bradycardia,10006093,Probable,1314577,1328165
54656,nebivolol,clonidine,Bradycardia,10006093,Theoretical,1314577,1398937
54681,acebutolol,diltiazem,Bradycardia,10006093,Probable,1319998,1328165
54706,acebutolol,clonidine,Bradycardia,10006093,Theoretical,1319998,1398937
54731,betaxolol,diltiazem,Bradycardia,10006093,Probable,1322081,1328165
54756,betaxolol,clonidine,Bradycardia,10006093,Theoretical,1322081,1398937
54781,digoxin,diltiazem,Bradycardia,10006093,Probable,1326303,1328165
54801,digoxin,carvedilol,Bradycardia,10006093,Theoretical,1326303,1346823
54821,digoxin,sotalol,Bradycardia,10006093,Theoretical,1326303,1370109
54841,diltiazem,bisoprolol,Bradycardia,10006093,Probable,1328165,1338005
54866,diltiazem,pindolol,Bradycardia,10006093,Probable,1328165,1345858
54886,diltiazem,carvedilol,Bradycardia,10006093,Probable,1328165,1346823
54911,diltiazem,propranolol,Bradycardia,10006093,Probable,1328165,1353766
54936,diltiazem,sotalol,Bradycardia,10006093,Probable,1328165,1370109
54961,diltiazem,labetalol,Bradycardia,10006093,Probable,1328165,1386957
54991,diltiazem,clonidine,Bradycardia,10006093,Theoretical,1328165,1398937
55016,diltiazem,celiprolol,Bradycardia,10006093,Probable,1328165,19049145
55036,diltiazem,alfentanil,Bradycardia,10006093,Theoretical,1328165,19059528
55061,diltiazem,esmolol,Bradycardia,10006093,Probable,1328165,19063575
55086,diltiazem,ivabradine,Bradycardia,10006093,Theoretical,1328165,46234437
55106,bisoprolol,clonidine,Bradycardia,10006093,Theoretical,1338005,1398937
55131,pindolol,clonidine,Bradycardia,10006093,Theoretical,1345858,1398937
55151,carvedilol,clonidine,Bradycardia,10006093,Theoretical,1346823,1398937
55176,propranolol,clonidine,Bradycardia,10006093,Theoretical,1353766,1398937
55201,flecainide,sotalol,Bradycardia,10006093,Theoretical,1354860,1370109
55226,sotalol,clonidine,Bradycardia,10006093,Theoretical,1370109,1398937
55251,sotalol,pasireotide,Bradycardia,10006093,Theoretical,1370109,43012417
55276,sotalol,ivabradine,Bradycardia,10006093,Theoretical,1370109,46234437
55296,labetalol,clonidine,Bradycardia,10006093,Theoretical,1386957,1398937
55326,clonidine,celiprolol,Bradycardia,10006093,Theoretical,1398937,19049145
55346,clonidine,esmolol,Bradycardia,10006093,Theoretical,1398937,19063575
55371,remifentanil,alfentanil,Bradycardia,10006093,Theoretical,19016749,19059528
55396,remifentanil,sufentanil,Bradycardia,10006093,Theoretical,19016749,19078219
55421,alfentanil,sufentanil,Bradycardia,10006093,Theoretical,19059528,19078219
55446,alfentanil,crizotinib,Bradycardia,10006093,Theoretical,19059528,40242675
55466,sufentanil,crizotinib,Bradycardia,10006093,Theoretical,19078219,40242675
55486,fingolimod,crizotinib,Bradycardia,10006093,Theoretical,40226579,40242675
55506,fingolimod,pasireotide,Bradycardia,10006093,Theoretical,40226579,43012417
55531,fingolimod,ivabradine,Bradycardia,10006093,Theoretical,40226579,46234437
55551,crizotinib,pasireotide,Bradycardia,10006093,Theoretical,40242675,43012417
55571,crizotinib,ivabradine,Bradycardia,10006093,Theoretical,40242675,46234437
55587,pasireotide,ivabradine,Bradycardia,10006093,Theoretical,43012417,46234437
55607,donepezil,methadone,Bradycardia,10006093,Probable,715997,1103640
55632,donepezil,amiodarone,Bradycardia,10006093,Theoretical,715997,1309944
55657,donepezil,sotalol,Bradycardia,10006093,Theoretical,715997,1370109
55682,donepezil,fingolimod,Bradycardia,10006093,Probable,715997,40226579
55707,donepezil,crizotinib,Bradycardia,10006093,Probable,715997,40242675
55727,donepezil,pasireotide,Bradycardia,10006093,Probable,715997,43012417
55752,donepezil,ivabradine,Bradycardia,10006093,Probable,715997,46234437
55772,donepezil,neostigmine,Bradycardia,10006093,Theoretical,715997,717136
55802,donepezil,rivastigmine,Bradycardia,10006093,Theoretical,715997,733523
55827,donepezil,galantamine,Bradycardia,10006093,Theoretical,715997,757627
55852,rivastigmine,metoprolol,Bradycardia,10006093,Theoretical,733523,1307046
55882,rivastigmine,nadolol,Bradycardia,10006093,Theoretical,733523,1313200
55902,rivastigmine,atenolol,Bradycardia,10006093,Theoretical,733523,1314002
55922,rivastigmine,nebivolol,Bradycardia,10006093,Theoretical,733523,1314577
55947,rivastigmine,acebutolol,Bradycardia,10006093,Theoretical,733523,1319998
55972,rivastigmine,betaxolol,Bradycardia,10006093,Theoretical,733523,1322081
55997,rivastigmine,bisoprolol,Bradycardia,10006093,Theoretical,733523,1338005
56022,rivastigmine,pindolol,Bradycardia,10006093,Theoretical,733523,1345858
56042,rivastigmine,carvedilol,Bradycardia,10006093,Theoretical,733523,1346823
56067,rivastigmine,propranolol,Bradycardia,10006093,Theoretical,733523,1353766
56092,rivastigmine,sotalol,Bradycardia,10006093,Theoretical,733523,1370109
56117,rivastigmine,labetalol,Bradycardia,10006093,Theoretical,733523,1386957
56147,rivastigmine,celiprolol,Bradycardia,10006093,Theoretical,733523,19049145
56167,rivastigmine,esmolol,Bradycardia,10006093,Theoretical,733523,19063575
56192,rivastigmine,timolol,Bradycardia,10006093,Theoretical,733523,902427
56217,rivastigmine,levobunolol,Bradycardia,10006093,Theoretical,733523,932815
56242,galantamine,methadone,Bradycardia,10006093,Theoretical,757627,1103640
56267,galantamine,amiodarone,Bradycardia,10006093,Theoretical,757627,1309944
56292,galantamine,sotalol,Bradycardia,10006093,Theoretical,757627,1370109
56317,galantamine,fingolimod,Bradycardia,10006093,Theoretical,757627,40226579
56342,galantamine,crizotinib,Bradycardia,10006093,Theoretical,757627,40242675
56362,galantamine,pasireotide,Bradycardia,10006093,Theoretical,757627,43012417
56387,galantamine,ivabradine,Bradycardia,10006093,Theoretical,757627,46234437
56407,selegiline,propranolol,Bradycardia,10006093,Theoretical,766209,1353766
56432,timolol,diltiazem,Bradycardia,10006093,Probable,902427,1328165
56457,timolol,clonidine,Bradycardia,10006093,Theoretical,902427,1398937
56482,levobunolol,diltiazem,Bradycardia,10006093,Probable,932815,1328165
56507,levobunolol,clonidine,Bradycardia,10006093,Theoretical,932815,1398937
56532,methadone,dexamethasone,Hypokalaemia,10021015,Theoretical,1103640,1518254
56557,methadone,prednisone,Hypokalaemia,10021015,Theoretical,1103640,1551099
56572,aminophylline,erythromycin,Hypokalaemia,10021015,Established,1105775,1746940
56600,aminophylline,clarithromycin,Hypokalaemia,10021015,Probable,1105775,1750500
56616,aminophylline,fluconazole,Hypokalaemia,10021015,Probable,1105775,1754994
56632,theophylline,erythromycin,Hypokalaemia,10021015,Established,1237049,1746940
56660,theophylline,clarithromycin,Hypokalaemia,10021015,Probable,1237049,1750500
56676,theophylline,fluconazole,Hypokalaemia,10021015,Probable,1237049,1754994
56692,theophylline,lithium,Hypokalaemia,10021015,Theoretical,1237049,19124477
56704,theophylline,vemurafenib,Hypokalaemia,10021015,Theoretical,1237049,40241937
56720,bendroflumethiazide,arsenic trioxide,Hypokalaemia,10021015,Theoretical,1316354,1333379
56736,bendroflumethiazide,sotalol,Hypokalaemia,10021015,Probable,1316354,1370109
56756,bendroflumethiazide,lithium,Hypokalaemia,10021015,Theoretical,1316354,19124477
56768,arsenic trioxide,chlorthalidone,Hypokalaemia,10021015,Theoretical,1333379,1395058
56784,arsenic trioxide,clopamide,Hypokalaemia,10021015,Theoretical,1333379,19099181
56796,sotalol,chlorthalidone,Hypokalaemia,10021015,Probable,1370109,1395058
56816,sotalol,clopamide,Hypokalaemia,10021015,Probable,1370109,19099181
56831,sotalol,indacaterol,Hypokalaemia,10021015,Theoretical,1370109,40240664
56856,sotalol,vilanterol,Hypokalaemia,10021015,Theoretical,1370109,43532539
56871,chlorthalidone,lithium,Hypokalaemia,10021015,Theoretical,1395058,19124477
56883,methylprednisolone,moxifloxacin,Hypokalaemia,10021015,Established,1506270,1716903
56913,methylprednisolone,erythromycin,Hypokalaemia,10021015,Probable,1506270,1746940
56955,methylprednisolone,clarithromycin,Hypokalaemia,10021015,Probable,1506270,1750500
56979,dexamethasone,moxifloxacin,Hypokalaemia,10021015,Established,1518254,1716903
57004,dexamethasone,efavirenz,Hypokalaemia,10021015,Theoretical,1518254,1738135
57024,dexamethasone,clarithromycin,Hypokalaemia,10021015,Theoretical,1518254,1750500
57044,prednisolone,moxifloxacin,Hypokalaemia,10021015,Established,1550557,1716903
57074,prednisone,moxifloxacin,Hypokalaemia,10021015,Established,1551099,1716903
57089,prednisone,clarithromycin,Hypokalaemia,10021015,Probable,1551099,1750500
57101,fludrocortisone,moxifloxacin,Hypokalaemia,10021015,Established,1555120,1716903
57126,droperidol,bendroflumethiazide,Hypokalaemia,10021015,Theoretical,739323,1316354
57142,droperidol,chlorthalidone,Hypokalaemia,10021015,Theoretical,739323,1395058
57158,droperidol,clopamide,Hypokalaemia,10021015,Theoretical,739323,19099181
57170,droperidol,bumetanide,Hypokalaemia,10021015,Theoretical,739323,932745
57186,droperidol,furosemide,Hypokalaemia,10021015,Theoretical,739323,956874
57202,droperidol,hydrochlorothiazide,Hypokalaemia,10021015,Theoretical,739323,974166
57218,droperidol,indapamide,Hypokalaemia,10021015,Theoretical,739323,978555
57234,triamcinolone,moxifloxacin,Hypokalaemia,10021015,Established,903963,1716903
57274,betamethasone,moxifloxacin,Hypokalaemia,10021015,Established,920458,1716903
57304,bumetanide,arsenic trioxide,Hypokalaemia,10021015,Theoretical,932745,1333379
57320,bumetanide,sotalol,Hypokalaemia,10021015,Probable,932745,1370109
57340,bumetanide,lithium,Hypokalaemia,10021015,Theoretical,932745,19124477
57352,budesonide,moxifloxacin,Hypokalaemia,10021015,Established,939259,1716903
57372,budesonide,erythromycin,Hypokalaemia,10021015,Probable,939259,1746940
57400,budesonide,clarithromycin,Hypokalaemia,10021015,Theoretical,939259,1750500
57416,furosemide,sildenafil,Hypokalaemia,10021015,Theoretical,956874,1316262
57436,furosemide,arsenic trioxide,Hypokalaemia,10021015,Theoretical,956874,1333379
57452,furosemide,sotalol,Hypokalaemia,10021015,Probable,956874,1370109
57472,furosemide,lithium,Hypokalaemia,10021015,Theoretical,956874,19124477
57484,hydrochlorothiazide,arsenic trioxide,Hypokalaemia,10021015,Theoretical,974166,1333379
57500,hydrochlorothiazide,sotalol,Hypokalaemia,10021015,Probable,974166,1370109
57520,hydrochlorothiazide,lithium,Hypokalaemia,10021015,Theoretical,974166,19124477
57532,hydrocortisone,moxifloxacin,Hypokalaemia,10021015,Established,975125,1716903
57567,indapamide,arsenic trioxide,Hypokalaemia,10021015,Theoretical,978555,1333379
57583,indapamide,sotalol,Hypokalaemia,10021015,Probable,978555,1370109
57603,indapamide,lithium,Hypokalaemia,10021015,Probable,978555,19124477
57615,mefloquine,amisulpride,Electrocardiogram QT prolonged,10014387,Theoretical,19000498,19057607
57635,methadone,ivabradine,Torsade de pointes,10044066,Theoretical,1103640,46234437
57655,arsenic trioxide,ivabradine,Torsade de pointes,10044066,Theoretical,1333379,46234437
57671,disopyramide,ivabradine,Torsade de pointes,10044066,Theoretical,1335606,46234437
57691,toremifene,ivabradine,Torsade de pointes,10044066,Theoretical,1342346,46234437
57711,voriconazole,ivabradine,Torsade de pointes,10044066,Theoretical,1714277,46234437
57727,moxifloxacin,ivabradine,Torsade de pointes,10044066,Theoretical,1716903,46234437
57747,erythromycin,ivabradine,Torsade de pointes,10044066,Theoretical,1746940,46234437
57775,clarithromycin,ivabradine,Torsade de pointes,10044066,Theoretical,1750500,46234437
57791,zuclopenthixol,ivabradine,Torsade de pointes,10044066,Theoretical,19010886,46234437
57827,dronedarone,ivabradine,Torsade de pointes,10044066,Theoretical,40163615,46234437
57847,vandetanib,ivabradine,Torsade de pointes,10044066,Theoretical,40238052,46234437
57863,crizotinib,ivabradine,Torsade de pointes,10044066,Theoretical,40242675,46234437
57879,pasireotide,ivabradine,Torsade de pointes,10044066,Theoretical,43012417,46234437
57899,escitalopram,ivabradine,Torsade de pointes,10044066,Theoretical,715939,46234437
57919,droperidol,ivabradine,Torsade de pointes,10044066,Theoretical,739323,46234437
57935,pimozide,ivabradine,Torsade de pointes,10044066,Theoretical,745790,46234437
57951,haloperidol,ivabradine,Torsade de pointes,10044066,Theoretical,766529,46234437
57979,hydroxyzine,ivabradine,Torsade de pointes,10044066,Theoretical,777221,46234437
58003,chlorpromazine,ivabradine,Torsade de pointes,10044066,Theoretical,794852,46234437
58023,citalopram,ivabradine,Torsade de pointes,10044066,Theoretical,797617,46234437
58043,duloxetine,escitalopram,Haemorrhage,10055798,Theoretical,715259,715939
58068,duloxetine,paroxetine,Haemorrhage,10055798,Probable,715259,722031
58098,duloxetine,sertraline,Haemorrhage,10055798,Theoretical,715259,739138
58123,duloxetine,venlafaxine,Haemorrhage,10055798,Theoretical,715259,743670
58148,duloxetine,fluvoxamine,Haemorrhage,10055798,Established,715259,751412
58173,duloxetine,fluoxetine,Haemorrhage,10055798,Probable,715259,755695
58198,duloxetine,citalopram,Haemorrhage,10055798,Theoretical,715259,797617
58223,escitalopram,vortioxetine,Haemorrhage,10055798,Theoretical,715939,44507700
58248,escitalopram,paroxetine,Haemorrhage,10055798,Theoretical,715939,722031
58278,escitalopram,sertraline,Haemorrhage,10055798,Theoretical,715939,739138
58303,escitalopram,venlafaxine,Haemorrhage,10055798,Theoretical,715939,743670
58328,escitalopram,fluvoxamine,Haemorrhage,10055798,Theoretical,715939,751412
58353,escitalopram,fluoxetine,Haemorrhage,10055798,Theoretical,715939,755695
58378,paroxetine,vortioxetine,Haemorrhage,10055798,Theoretical,722031,44507700
58408,paroxetine,sertraline,Haemorrhage,10055798,Theoretical,722031,739138
58438,paroxetine,venlafaxine,Haemorrhage,10055798,Theoretical,722031,743670
58468,paroxetine,fluvoxamine,Haemorrhage,10055798,Theoretical,722031,751412
58498,paroxetine,fluoxetine,Haemorrhage,10055798,Theoretical,722031,755695
58528,paroxetine,citalopram,Haemorrhage,10055798,Theoretical,722031,797617
58558,sertraline,vortioxetine,Haemorrhage,10055798,Theoretical,739138,44507700
58583,sertraline,venlafaxine,Haemorrhage,10055798,Theoretical,739138,743670
58608,sertraline,fluvoxamine,Haemorrhage,10055798,Theoretical,739138,751412
58633,sertraline,fluoxetine,Haemorrhage,10055798,Theoretical,739138,755695
58658,sertraline,citalopram,Haemorrhage,10055798,Theoretical,739138,797617
58683,venlafaxine,fluoxetine,Haemorrhage,10055798,Theoretical,743670,755695
58708,fluvoxamine,clopidogrel,Haemorrhage,10055798,Established,751412,1322184
58733,fluvoxamine,vortioxetine,Haemorrhage,10055798,Theoretical,751412,44507700
58758,fluvoxamine,fluoxetine,Haemorrhage,10055798,Theoretical,751412,755695
58783,fluvoxamine,citalopram,Haemorrhage,10055798,Theoretical,751412,797617
58808,fluoxetine,clopidogrel,Haemorrhage,10055798,Established,755695,1322184
58833,fluoxetine,vortioxetine,Haemorrhage,10055798,Theoretical,755695,44507700
58858,fluoxetine,citalopram,Haemorrhage,10055798,Theoretical,755695,797617
58883,citalopram,vortioxetine,Haemorrhage,10055798,Theoretical,797617,44507700
58908,aspirin,streptokinase,Haemorrhage,10055798,Established,1112807,19136187
58924,aspirin,bendroflumethiazide,Acute kidney injury,10069339,Probable,1112807,1316354
58940,aspirin,chlorthalidone,Acute kidney injury,10069339,Probable,1112807,1395058
58956,aspirin,clopamide,Acute kidney injury,10069339,Probable,1112807,19099181
58968,hydrochlorothiazide,aspirin,Acute kidney injury,10069339,Probable,974166,1112807
58984,indapamide,aspirin,Acute kidney injury,10069339,Probable,978555,1112807
59000,aspirin,methylprednisolone,Gastrointestinal haemorrhage,10017955,Probable,1112807,1506270
59024,aspirin,dexamethasone,Gastrointestinal haemorrhage,10017955,Probable,1112807,1518254
59044,aspirin,prednisolone,Gastrointestinal haemorrhage,10017955,Probable,1112807,1550557
59068,aspirin,prednisone,Gastrointestinal haemorrhage,10017955,Probable,1112807,1551099
59080,triamcinolone,aspirin,Gastrointestinal haemorrhage,10017955,Probable,903963,1112807
59112,betamethasone,aspirin,Gastrointestinal haemorrhage,10017955,Probable,920458,1112807
59136,nabumetone,naproxen,Hyperkalaemia,10020646,Theoretical,1113648,1115008
59156,nabumetone,celecoxib,Hyperkalaemia,10020646,Theoretical,1113648,1118084
59172,nabumetone,diclofenac,Hyperkalaemia,10020646,Theoretical,1113648,1124300
59204,nabumetone,piroxicam,Hyperkalaemia,10020646,Theoretical,1113648,1146810
59224,nabumetone,meloxicam,Hyperkalaemia,10020646,Theoretical,1113648,1150345
59240,nabumetone,fenoprofen,Hyperkalaemia,10020646,Theoretical,1113648,1153928
59256,nabumetone,flurbiprofen,Hyperkalaemia,10020646,Theoretical,1113648,1156378
59276,nabumetone,ibuprofen,Hyperkalaemia,10020646,Theoretical,1113648,1177480
59308,nabumetone,indomethacin,Hyperkalaemia,10020646,Theoretical,1113648,1178663
59328,nabumetone,ketoprofen,Hyperkalaemia,10020646,Theoretical,1113648,1185922
59344,nabumetone,etodolac,Hyperkalaemia,10020646,Theoretical,1113648,1195492
59360,nabumetone,mefenamate,Hyperkalaemia,10020646,Theoretical,1113648,1197736
59376,nabumetone,sulindac,Hyperkalaemia,10020646,Theoretical,1113648,1236607
59392,nabumetone,enoxaparin,Hyperkalaemia,10020646,Probable,1113648,1301025
59412,nabumetone,dalteparin,Hyperkalaemia,10020646,Probable,1113648,1301065
59432,nabumetone,lisinopril,Hyperkalaemia,10020646,Established,1113648,1308216
59448,nabumetone,tinzaparin,Hyperkalaemia,10020646,Probable,1113648,1308473
59468,nabumetone,valsartan,Hyperkalaemia,10020646,Established,1113648,1308842
59484,nabumetone,telmisartan,Hyperkalaemia,10020646,Established,1113648,1317640
59500,nabumetone,quinapril,Hyperkalaemia,10020646,Established,1113648,1331235
59520,nabumetone,ramipril,Hyperkalaemia,10020646,Established,1113648,1334456
59536,nabumetone,captopril,Hyperkalaemia,10020646,Established,1113648,1340128
59552,nabumetone,enalapril,Hyperkalaemia,10020646,Established,1113648,1341927
59572,nabumetone,trandolapril,Hyperkalaemia,10020646,Established,1113648,1342439
59588,nabumetone,eprosartan,Hyperkalaemia,10020646,Established,1113648,1346686
59608,nabumetone,irbesartan,Hyperkalaemia,10020646,Established,1113648,1347384
59624,nabumetone,candesartan,Hyperkalaemia,10020646,Established,1113648,1351557
59644,nabumetone,losartan,Hyperkalaemia,10020646,Established,1113648,1367500
59664,nabumetone,heparin,Hyperkalaemia,10020646,Theoretical,1113648,1367571
59688,nabumetone,perindopril,Hyperkalaemia,10020646,Established,1113648,1373225
59716,nabumetone,parecoxib,Hyperkalaemia,10020646,Theoretical,1113648,19003570
59732,nabumetone,cyclosporine,Hyperkalaemia,10020646,Established,1113648,19010482
59752,nabumetone,aceclofenac,Hyperkalaemia,10020646,Theoretical,1113648,19029393
59768,nabumetone,tenoxicam,Hyperkalaemia,10020646,Theoretical,1113648,19041220
59784,nabumetone,dexketoprofen,Hyperkalaemia,10020646,Theoretical,1113648,19056874
59800,nabumetone,tiaprofenate,Hyperkalaemia,10020646,Theoretical,1113648,19086910
59816,nabumetone,olmesartan,Hyperkalaemia,10020646,Established,1113648,40226742
59836,nabumetone,azilsartan,Hyperkalaemia,10020646,Established,1113648,40235485
59856,naproxen,celecoxib,Hyperkalaemia,10020646,Theoretical,1115008,1118084
59876,naproxen,diclofenac,Hyperkalaemia,10020646,Theoretical,1115008,1124300
59916,naproxen,piroxicam,Hyperkalaemia,10020646,Theoretical,1115008,1146810
59941,naproxen,meloxicam,Hyperkalaemia,10020646,Theoretical,1115008,1150345
59961,naproxen,fenoprofen,Hyperkalaemia,10020646,Theoretical,1115008,1153928
59981,naproxen,flurbiprofen,Hyperkalaemia,10020646,Theoretical,1115008,1156378
60006,naproxen,ibuprofen,Hyperkalaemia,10020646,Theoretical,1115008,1177480
60046,naproxen,indomethacin,Hyperkalaemia,10020646,Theoretical,1115008,1178663
60071,naproxen,ketoprofen,Hyperkalaemia,10020646,Theoretical,1115008,1185922
60091,naproxen,etodolac,Hyperkalaemia,10020646,Theoretical,1115008,1195492
60111,naproxen,mefenamate,Hyperkalaemia,10020646,Theoretical,1115008,1197736
60131,naproxen,sulindac,Hyperkalaemia,10020646,Theoretical,1115008,1236607
60151,naproxen,enoxaparin,Hyperkalaemia,10020646,Probable,1115008,1301025
60176,naproxen,dalteparin,Hyperkalaemia,10020646,Probable,1115008,1301065
60201,naproxen,lisinopril,Hyperkalaemia,10020646,Established,1115008,1308216
60221,naproxen,tinzaparin,Hyperkalaemia,10020646,Probable,1115008,1308473
60246,naproxen,valsartan,Hyperkalaemia,10020646,Established,1115008,1308842
60266,naproxen,telmisartan,Hyperkalaemia,10020646,Established,1115008,1317640
60286,naproxen,quinapril,Hyperkalaemia,10020646,Established,1115008,1331235
60311,naproxen,ramipril,Hyperkalaemia,10020646,Established,1115008,1334456
60331,naproxen,captopril,Hyperkalaemia,10020646,Established,1115008,1340128
60351,naproxen,enalapril,Hyperkalaemia,10020646,Established,1115008,1341927
60376,naproxen,trandolapril,Hyperkalaemia,10020646,Established,1115008,1342439
60396,naproxen,eprosartan,Hyperkalaemia,10020646,Established,1115008,1346686
60421,naproxen,irbesartan,Hyperkalaemia,10020646,Established,1115008,1347384
60441,naproxen,candesartan,Hyperkalaemia,10020646,Established,1115008,1351557
60466,naproxen,losartan,Hyperkalaemia,10020646,Established,1115008,1367500
60491,naproxen,heparin,Hyperkalaemia,10020646,Theoretical,1115008,1367571
60521,naproxen,perindopril,Hyperkalaemia,10020646,Established,1115008,1373225
60556,naproxen,parecoxib,Hyperkalaemia,10020646,Theoretical,1115008,19003570
60576,naproxen,cyclosporine,Hyperkalaemia,10020646,Established,1115008,19010482
60601,naproxen,aceclofenac,Hyperkalaemia,10020646,Theoretical,1115008,19029393
60621,naproxen,tenoxicam,Hyperkalaemia,10020646,Theoretical,1115008,19041220
60641,naproxen,dexketoprofen,Hyperkalaemia,10020646,Theoretical,1115008,19056874
60661,naproxen,tiaprofenate,Hyperkalaemia,10020646,Theoretical,1115008,19086910
60681,naproxen,olmesartan,Hyperkalaemia,10020646,Established,1115008,40226742
60706,naproxen,azilsartan,Hyperkalaemia,10020646,Established,1115008,40235485
60731,celecoxib,diclofenac,Hyperkalaemia,10020646,Theoretical,1118084,1124300
60763,celecoxib,piroxicam,Hyperkalaemia,10020646,Theoretical,1118084,1146810
60783,celecoxib,meloxicam,Hyperkalaemia,10020646,Theoretical,1118084,1150345
60799,celecoxib,fenoprofen,Hyperkalaemia,10020646,Theoretical,1118084,1153928
60815,celecoxib,flurbiprofen,Hyperkalaemia,10020646,Theoretical,1118084,1156378
60835,celecoxib,ibuprofen,Hyperkalaemia,10020646,Theoretical,1118084,1177480
60867,celecoxib,indomethacin,Hyperkalaemia,10020646,Theoretical,1118084,1178663
60887,celecoxib,ketoprofen,Hyperkalaemia,10020646,Theoretical,1118084,1185922
60903,celecoxib,etodolac,Hyperkalaemia,10020646,Theoretical,1118084,1195492
60919,celecoxib,mefenamate,Hyperkalaemia,10020646,Theoretical,1118084,1197736
60935,celecoxib,sulindac,Hyperkalaemia,10020646,Theoretical,1118084,1236607
60951,celecoxib,enoxaparin,Hyperkalaemia,10020646,Probable,1118084,1301025
60971,celecoxib,dalteparin,Hyperkalaemia,10020646,Probable,1118084,1301065
60991,celecoxib,lisinopril,Hyperkalaemia,10020646,Established,1118084,1308216
61007,celecoxib,tinzaparin,Hyperkalaemia,10020646,Probable,1118084,1308473
61027,celecoxib,valsartan,Hyperkalaemia,10020646,Established,1118084,1308842
61043,celecoxib,telmisartan,Hyperkalaemia,10020646,Established,1118084,1317640
61059,celecoxib,quinapril,Hyperkalaemia,10020646,Established,1118084,1331235
61079,celecoxib,ramipril,Hyperkalaemia,10020646,Established,1118084,1334456
61095,celecoxib,captopril,Hyperkalaemia,10020646,Established,1118084,1340128
61111,celecoxib,enalapril,Hyperkalaemia,10020646,Established,1118084,1341927
61131,celecoxib,trandolapril,Hyperkalaemia,10020646,Established,1118084,1342439
61147,celecoxib,eprosartan,Hyperkalaemia,10020646,Established,1118084,1346686
61167,celecoxib,irbesartan,Hyperkalaemia,10020646,Established,1118084,1347384
61183,celecoxib,candesartan,Hyperkalaemia,10020646,Established,1118084,1351557
61203,celecoxib,losartan,Hyperkalaemia,10020646,Established,1118084,1367500
61223,celecoxib,heparin,Hyperkalaemia,10020646,Theoretical,1118084,1367571
61247,celecoxib,perindopril,Hyperkalaemia,10020646,Established,1118084,1373225
